,OBJECTID,GEO_ID,LFN_ID,LF_NAME,FNODE,TNODE,ONE_WAY_DI,length_in_,GEO_ID_1,LTS,Shape_Leng,geometry,index_left,Count Date,8 Peak Hr Vehicle Volume,8 Peak Hr Pedestrian Volume
21280,21281,906979,1301,Carrier Dr,13452496,13452501,0,13.1581137597,906979,3,0.000160032648036,"LINESTRING (612308.7185771958 4843847.809741398, 612296.1995875777 4843843.764944487)","(1156.0,)","('08-07-2013',)",16961.0,132.0
21281,21282,906975,1796,Highway 27 N,13452496,13451798,1,529.995362562,906975,4,0.00496899745896,"LINESTRING (612308.7185771958 4843847.809741398, 612275.6467127874 4843946.642376246, 612235.3813839043 4844059.410086505, 612220.2717239122 4844101.63528107, 612216.7473246258 4844111.571173103, 612213.3259890446 4844121.008846747, 612209.9484574259 4844131.44736573, 612206.6432072502 4844141.387448095, 612203.4628048594 4844151.329931441, 612200.2824853156 4844161.272317615, 612197.2270835425 4844171.217205646, 612194.2656121599 4844181.163674608, 612189.5661791778 4844195.578701227, 612185.1448481607 4844208.498746498, 612180.8073825367 4844221.920258146, 612176.5639957583 4844235.34355407, 612172.6867772441 4844248.366472405, 612169.8242652933 4844257.221790765, 612167.5420527789 4844264.180369664, 612165.1567944096 4844271.637270183, 612162.708616776 4844279.092913748, 612160.1983840192 4844286.547614691, 612157.6032960141 4844293.500636499, 612154.9772184122 4844300.453238104, 612152.2490417908 4844307.903977832, 612149.3629423961 4844315.351763879, 612144.4456540402 4844329.762956449, 612139.5902261466 4844344.175192138, 612137.929081236 4844349.369105401)","(1156.0,)","('08-07-2013',)",16961.0,132.0
21282,21283,906974,1301,Carrier Dr,13452420,13452496,0,176.949764049,906974,3,0.0021488757254,"LINESTRING (612476.4773179 4843904.015724025, 612308.7185771958 4843847.809741398)","(1156.0,)","('08-07-2013',)",16961.0,132.0
21283,21284,907174,2766,Westmore Dr,13452420,13453185,0,583.870314817,907174,3,0.00546885058386,"LINESTRING (612476.4773179 4843904.015724025, 612556.1854670694 4843672.083254188, 612662.6931998192 4843350.735197307)","(1453.0,)","('12-02-2009',)",13622.0,461.0
21317,21318,30001198,1797,Highway 27 S,30001196,13453889,-1,310.724993102,30001198,3,0.0029113014732,"LINESTRING (612722.4538685925 4842591.113210264, 612622.942789141 4842885.425341756)","(1159.0,)","('11-26-2014',)",31536.0,1706.0
21321,21322,907242,1835,Humberline Dr,13453375,13453152,0,167.43094497,907242,4,0.00152623001745,"LINESTRING (611277.8899973084 4843207.566089993, 611277.8626763696 4843209.065485569, 611278.7002457294 4843216.592695567, 611280.6987258383 4843232.001794196, 611283.1596530806 4843242.864301317, 611285.8196146567 4843256.209399691, 611302.8887074718 4843373.018020546)","(1500.0,)","('12-02-2009',)",20162.0,280.0
21322,21323,7063044,1835,Humberline Dr,13453152,13452696,0,352.299817654,7063044,4,0.00324521288718,"LINESTRING (611302.8887074718 4843373.018020546, 611308.062070232 4843403.05689007, 611316.1974135307 4843470.155516627, 611318.7482854433 4843492.603936579, 611317.8692094831 4843507.011211365, 611316.6781464557 4843525.725007256, 611315.4016682656 4843540.539980812, 611312.437020567 4843558.954532517, 611306.3669731631 4843579.978890882, 611259.5921259106 4843715.105249207)","(1500.0,)","('12-02-2009',)",20162.0,280.0
21323,21324,907171,1610,Finch Ave W,13453152,13453184,0,451.722812838,907171,4,0.00556544812787,"LINESTRING (611302.8887074718 4843373.018020546, 611277.8643574158 4843376.065051999, 611184.6368390829 4843386.877912072, 611130.3316641459 4843393.39791197, 611100.9777050507 4843397.368101764, 611082.9107742038 4843399.245957096, 611059.7088527213 4843398.826685603, 611030.2997646562 4843395.09120303, 611011.4399760393 4843390.750246534, 610980.1741071523 4843384.684967952, 610961.51123827 4843379.847280228, 610871.067501806 4843354.20888353, 610858.7601312032 4843350.791004123)","(1500.0,)","('12-02-2009',)",20162.0,280.0
21324,21325,907167,1610,Finch Ave W,13453178,13453152,0,88.459829452,907167,4,0.001089178596,"LINESTRING (611390.0678886437 4843358.098032667, 611302.8887074718 4843373.018020546)","(1500.0,)","('12-02-2009',)",20162.0,280.0
21331,21332,30001195,1796,Highway 27 N,30001193,13453882,1,308.796947055,30001195,4,0.0028915025717,"LINESTRING (612733.0664400826 4842594.911416665, 612634.9019302856 4842887.642863333)","(1159.0,)","('11-26-2014',)",31536.0,1706.0
21347,21348,907820,2361,Rexdale Blvd,13455330,13455465,0,312.888546966,907820,4,0.00380254601076,"LINESTRING (611755.528792439 4841754.69818299, 611604.2853657143 4841708.952815563, 611458.1460067021 4841657.803301984)","(1609.0,)","('04-21-2016',)",20860.0,112.0
21348,21349,907785,10534,Humberwood Blvd,13455330,13455116,0,149.263312397,907785,3,0.00136233986305,"LINESTRING (611755.528792439 4841754.69818299, 611738.1630236908 4841822.902921707, 611728.25017041 4841901.137920204)","(1609.0,)","('04-21-2016',)",20860.0,112.0
21354,21355,30107825,3082,Brunswick Ave,13464820,30107824,-1,79.2640507565,30107825,1,0.00073272342494,"LINESTRING (628518.0108741876 4835596.387526074, 628496.9786562227 4835672.802245684)","(831.0,)","('04-29-2010',)",8846.0,1887.0
21384,21385,906504,2526,Steeles Ave W,13449960,13449965,0,12.7039550326,906504,4,0.000156526504204,"LINESTRING (611569.9368035683 4845645.539466159, 611557.4852062594 4845643.029398192)","(1780.0,)","('05-14-2015',)",33940.0,70.0
21385,21386,14659961,2526,Steeles Ave W,13449734,13449960,0,503.763040353,14659961,4,0.0061231123205,"LINESTRING (612048.2421261581 4845803.399987631, 612012.6846351124 4845791.748514984, 611799.1696522642 4845722.485527692, 611588.2650861435 4845651.816819887, 611569.9368035683 4845645.539466159)","(1780.0,)","('05-14-2015',)",33940.0,70.0
21394,21395,2967336,2066,Martin Grove Rd,13452853,13452484,0,271.568873301,2967336,4,0.00256330300816,"LINESTRING (613407.4438220427 4843601.13133705, 613371.6833196228 4843702.471651389, 613360.2355025054 4843732.323179532, 613312.9435352142 4843855.661367404)","(989.0, 2134.0)","('02-29-2016', '02-29-2016')",13697.0,1365.0
21395,21396,907123,1610,Finch Ave W,13452853,13452977,0,275.160289094,907123,4,0.00333961286476,"LINESTRING (613407.4438220427 4843601.13133705, 613146.9117783121 4843512.731085264)","(989.0, 1221.0)","('02-29-2016', '07-22-2010')",16794.0,1707.5
21396,21397,907088,1610,Finch Ave W,13452748,13452853,0,151.749722673,907088,4,0.00175224530227,"LINESTRING (613533.4208870825 4843678.448615879, 613524.4353539184 4843663.982918815, 613512.9987563117 4843652.606060477, 613501.8880079977 4843641.465061991, 613485.7456213434 4843632.726095977, 613468.3655085349 4843624.524626803, 613457.6668993807 4843620.452050882, 613407.4438220427 4843601.13133705)","(989.0,)","('02-29-2016',)",19690.0,2368.0
21402,21403,906982,1167,Betteridge Lane,13452512,13452484,0,51.1803726276,906982,2,0.000618923130446,"LINESTRING (613264.9021192389 4843838.034552551, 613312.9435352142 4843855.661367404)","(2134.0,)","('02-29-2016',)",7704.0,362.0
21404,21405,9186178,2066,Martin Grove Rd,13452484,13452292,0,150.075367492,9186178,4,0.00141699601371,"LINESTRING (613312.9435352142 4843855.661367404, 613260.5177932067 4843996.259102786)","(2134.0,)","('02-29-2016',)",7704.0,362.0
21407,21408,7063113,1835,Humberline Dr,13451469,13451309,0,107.640773577,7063113,4,0.000972346132655,"LINESTRING (610952.3614516868 4844575.040255168, 610949.361504578 4844586.899452973, 610947.9306541671 4844598.861082002, 610946.7013437767 4844617.696489192, 610946.862773077 4844635.107130215, 610947.3323559226 4844654.888471589, 610947.0042273016 4844682.157704734)","(1365.0,)","('05-24-2016',)",14947.0,204.0
21408,21409,906715,1012,Albion Rd,13451309,13451214,0,316.577929848,906715,4,0.00388058829064,"LINESTRING (610947.0042273016 4844682.157704734, 610637.8825979086 4844750.240650972)","(1365.0,)","('05-24-2016',)",14947.0,204.0
21427,21428,10747534,2066,Martin Grove Rd,13453918,13453576,0,223.078020674,10747534,4,0.00209445008613,"LINESTRING (613673.3002670637 4842865.99783186, 613657.0430879751 4842912.741733599, 613600.0327659091 4843076.667153701)","(1129.0, 1926.0)","('05-03-2016', '05-03-2016')",11266.5,897.0
21432,21433,6173966,1880,John Garland Blvd,13453485,13453576,0,249.962878609,6173966,2,0.00305753874628,"LINESTRING (613841.2091379133 4843134.626400894, 613833.1548055767 4843136.064612396, 613822.6735057686 4843136.32924169, 613808.1875888384 4843134.521267937, 613689.7658982108 4843110.033195126, 613600.0327659091 4843076.667153701)","(1129.0,)","('05-03-2016',)",12545.0,1604.0
21443,21444,10133423,2110,Milkwood Ave,13453942,13453918,0,75.6720810816,10133423,2,0.000923582052327,"LINESTRING (613600.6855848685 4842845.417108353, 613611.4709497958 4842850.051446802, 613617.0429174772 4842852.225354742, 613620.6244291303 4842852.698160861, 613673.3002670637 4842865.99783186)","(1926.0,)","('05-03-2016',)",9988.0,190.0
21460,21461,9487234,2527,Steinway Blvd,13450733,13451132,0,517.703867946,9487234,3,0.00582152206992,"LINESTRING (610788.5092324995 4845075.884934419, 610762.0484675431 4845066.439426653, 610618.0997912427 4845028.057622616, 610521.0730888241 4844999.218876174, 610510.535789549 4844994.25168459, 610499.8762329953 4844989.244418959, 610487.7273536649 4844982.270946893, 610478.9147875502 4844975.333978893, 610468.1641573632 4844962.935712256, 610460.4635291665 4844947.001607398, 610453.6464835171 4844930.82567677, 610401.6564546984 4844801.894095485)","(1992.0,)","('05-24-2016',)",13276.0,102.0
21461,21462,906593,2526,Steeles Ave W,13450366,13450512,0,378.214931904,906593,4,0.00459306379002,"LINESTRING (610685.8495823203 4845358.252091127, 610327.4174554475 4845237.712812053)","(1944.0,)","('05-15-2015',)",16258.0,305.0
21462,21463,30076089,9641,Signal Hill Ave,13450366,13450733,0,300.495221892,30076089,4,0.00283167101928,"LINESTRING (610685.8495823203 4845358.252091127, 610710.3278979331 4845290.925992849, 610716.350060493 4845274.361047488, 610788.5092324995 4845075.884934419)","(1944.0,)","('05-15-2015',)",16258.0,305.0
21464,21465,10558836,2485,Silverstone Dr,13450610,13450652,0,100.373642916,10558836,3,0.00122066234275,"LINESTRING (612825.6709751369 4845160.930108543, 612730.2364898715 4845129.878238644)","(1513.0,)","('02-29-2016',)",10308.0,536.0
21465,21466,906610,2066,Martin Grove Rd,13450610,13450421,0,165.382398325,906610,4,0.00156571754781,"LINESTRING (612825.6709751369 4845160.930108543, 612766.3376861349 4845315.277136945)","(1513.0,)","('02-29-2016',)",10308.0,536.0
21466,21467,906577,2066,Martin Grove Rd,13450421,13450148,0,201.168189347,906577,3,0.00188312231305,"LINESTRING (612766.3376861349 4845315.277136945, 612702.6723083277 4845506.074585824)","(1547.0,)","('12-11-2014',)",6737.0,308.0
21471,21472,906534,9466,Cabernet Crcl,13450176,13450148,0,75.8635446087,906534,3,0.000927811006104,"LINESTRING (612629.5855657371 4845486.371966315, 612640.7620315035 4845488.166317332, 612651.8993641953 4845490.081917923, 612702.6723083277 4845506.074585824)","(1547.0,)","('12-11-2014',)",6737.0,308.0
21475,21476,907700,2288,Porterfield Rd,13454996,13455021,0,71.2197113887,907700,2,0.000876503604249,"LINESTRING (613974.0087368621 4841989.326062974, 613959.6580280866 4841985.424618864, 613944.9585575782 4841982.613980341, 613929.3192973137 4841978.570316214, 613917.2444508956 4841976.728111903, 613904.2946389967 4841975.540107047)","(1862.0,)","('05-03-2016',)",9656.0,185.0
21476,21477,907693,2066,Martin Grove Rd,13454996,13454669,0,264.263835248,907693,4,0.0024788788774,"LINESTRING (613974.0087368621 4841989.326062974, 613888.1122723303 4842239.201007673)","(1862.0,)","('05-03-2016',)",9656.0,185.0
21480,21481,20053150,2066,Martin Grove Rd,20053151,13454453,0,133.498218228,20053150,4,0.00125083327735,"LINESTRING (613871.6784882273 4842287.751826565, 613828.8824500616 4842414.184581628)","(899.0,)","('05-03-2016',)",10638.0,217.0
21490,21491,906564,2526,Steeles Ave W,13450164,13450366,0,445.72346345,906564,4,0.00542034970926,"LINESTRING (611109.6001386245 4845496.253938232, 610703.2161663262 4845364.093168451, 610685.8495823203 4845358.252091127)","(1944.0,)","('05-15-2015',)",16258.0,305.0
21496,21497,8191161,2066,Martin Grove Rd,13450148,13449853,0,255.097749661,8191161,3,0.00255264203545,"LINESTRING (612702.6723083277 4845506.074585824, 612687.0961562104 4845535.620681748, 612667.5102935298 4845575.358950297, 612656.750459079 4845594.711313145, 612642.6427188311 4845620.189346152, 612626.9914026286 4845641.816032241, 612569.3923830555 4845722.82169165)","(1547.0,)","('12-11-2014',)",6737.0,308.0
21497,21498,906526,1668,Gihon Spring Dr,13450091,13450148,0,131.284315132,906526,2,0.0015911391035,"LINESTRING (612826.4841964216 4845549.677128983, 612801.6220839638 4845540.993550239, 612702.6723083277 4845506.074585824)","(1547.0,)","('12-11-2014',)",6737.0,308.0
21505,21506,8155652,2288,Porterfield Rd,13454969,13454996,0,62.9640335822,8155652,2,0.000759911806271,"LINESTRING (614032.8678733638 4842011.663382438, 613974.0087368621 4841989.326062974)","(1862.0,)","('05-03-2016',)",9656.0,185.0
21515,21516,8231764,1301,Carrier Dr,13451785,13451519,0,181.127002752,8231764,2,0.00166073009465,"LINESTRING (611539.8563230427 4844361.205099193, 611541.3825721242 4844378.518928681, 611542.5382349277 4844384.497013495, 611544.2086705038 4844396.782363046, 611547.2324159313 4844414.842389919, 611552.292447416 4844438.627373121, 611566.5469931441 4844506.214439662, 611573.2398701878 4844539.069159337)","(1364.0,)","('05-24-2016',)",13913.0,163.0
21517,21518,906813,1797,Highway 27 S,13451809,13451696,-1,76.1032119927,906813,4,0.000714311943336,"LINESTRING (612127.8726293572 4844344.577790986, 612115.1187601946 4844382.232312465, 612102.9945364475 4844416.486183072)","(1161.0,)","('05-24-2016',)",26181.0,162.0
21518,21519,906766,1012,Albion Rd,13451668,13451519,0,467.633819075,906766,4,0.00572309940409,"LINESTRING (612028.4416358718 4844432.38280511, 611923.4881573687 4844454.763453169, 611573.2398701878 4844539.069159337)","(1364.0,)","('05-24-2016',)",13913.0,163.0
21522,21523,906780,1012,Albion Rd,13451705,13451696,0,14.030456776,906780,3,0.000171868945774,"LINESTRING (612116.6779411191 4844413.396213511, 612107.2008522637 4844415.589436151, 612102.9945364475 4844416.486183072)","(1161.0,)","('05-24-2016',)",26181.0,162.0
21523,21524,906779,1796,Highway 27 N,13451705,13451486,1,160.673752214,906779,4,0.00150872526709,"LINESTRING (612116.6779411191 4844413.396213511, 612063.8897113074 4844565.125903472)","(1161.0,)","('05-24-2016',)",26181.0,162.0
21525,21526,906470,2526,Steeles Ave W,13449574,13449734,0,399.115309839,906470,4,0.00485331727428,"LINESTRING (612427.5614533088 4845927.348176494, 612307.2224690992 4845888.258991385, 612048.2421261581 4845803.399987631)","(1480.0,)","('02-29-2016',)",23808.0,719.0
21536,21537,11158780,2101,Mercury Rd,13454489,13454453,0,90.889032407,11158780,2,0.00105397212175,"LINESTRING (613752.7347306375 4842372.069090944, 613759.1436271816 4842379.978987064, 613762.924259297 4842386.519571326, 613768.3887867113 4842392.794519313, 613775.8168869537 4842398.761144518, 613782.2368968521 4842401.204306137, 613788.925155552 4842402.800302814, 613828.8824500616 4842414.184581628)","(899.0,)","('05-03-2016',)",10638.0,217.0
21537,21538,30001173,2066,Martin Grove Rd,13454453,30001172,0,223.774706381,30001173,4,0.00210064001377,"LINESTRING (613828.8824500616 4842414.184581628, 613755.5160244957 4842625.557075747)","(899.0,)","('05-03-2016',)",10638.0,217.0
21539,21540,10158982,2763,Westhumber Blvd,13454417,13454453,0,97.4207914858,10158982,3,0.0011855623173,"LINESTRING (613921.7389101225 4842443.609234575, 613828.8824500616 4842414.184581628)","(899.0,)","('05-03-2016',)",10638.0,217.0
21540,21541,10747536,2066,Martin Grove Rd,13454189,13453918,0,238.197430417,10747536,4,0.00223336540824,"LINESTRING (613750.2880079648 4842640.62073118, 613724.8336293874 4842715.136668888, 613691.1155889537 4842813.842832069, 613673.3002670637 4842865.99783186)","(1926.0,)","('05-03-2016',)",9988.0,190.0
21543,21544,20259494,1012,Albion Rd,13451519,13451309,0,642.493380624,20259494,4,0.0078684409538,"LINESTRING (611573.2398701878 4844539.069159337, 611388.7965820535 4844579.674369175, 611151.5831402718 4844636.416078838, 611134.4537643616 4844640.512727883, 610947.0042273016 4844682.157704734)","(1364.0, 1365.0)","('05-24-2016', '05-24-2016')",14430.0,183.5
21544,21545,10618066,1301,Carrier Dr,13451519,13450612,0,785.569982856,10618066,3,0.00794054288783,"LINESTRING (611573.2398701878 4844539.069159337, 611574.2367533833 4844552.206383805, 611573.8919870884 4844564.114348114, 611571.78150445 4844579.86341221, 611566.2510577842 4844595.453665962, 611560.5133041149 4844610.444090655, 611552.2863229814 4844622.366600217, 611543.3904842982 4844635.544899533, 611535.7475612019 4844649.390880944, 611424.4092176926 4844970.979409166, 611405.7108428187 4845026.82215751, 611403.3326882909 4845043.822472333, 611405.4003319895 4845055.700203298, 611407.7074315015 4845063.917017405, 611414.6691863606 4845074.689370289, 611423.1004926648 4845080.459184124, 611431.6877267718 4845085.742852048, 611590.7693404279 4845140.513883739, 611610.4531211304 4845159.498282072)","(1364.0,)","('05-24-2016',)",13913.0,163.0
21549,21550,9523599,1796,Highway 27 N,13455369,13454932,1,326.587501114,9523599,4,0.00306352490716,"LINESTRING (613029.1417682765 4841727.146470508, 612923.0132162449 4842035.959451735)","(1243.0,)","('10-07-2014',)",22584.0,713.0
21560,21561,906720,1796,Highway 27 N,13451353,13450806,1,388.691294367,906720,4,0.00374065119741,"LINESTRING (612032.065305424 4844659.332819916, 612029.228005025 4844667.686064118, 612026.459043171 4844675.636417933, 612023.658082542 4844683.586235356, 612020.7330927798 4844691.533870937, 612017.7451169296 4844699.480250054, 612014.7352743506 4844706.92630958, 612011.622480261 4844714.870495109, 612007.9003905894 4844723.48484272, 612000.5968703439 4844742.173004259, 611995.1440508846 4844755.074742354, 611989.7539553628 4844767.977637492, 611984.46705178 4844780.382415422, 611979.1700361676 4844793.28708079, 611976.4142513691 4844798.737407084, 611973.6913441139 4844804.188286351, 611970.9984887305 4844809.639771022, 611968.3996213148 4844815.092934377, 611965.8317468155 4844820.546718825, 611963.3577875161 4844826.002180573, 611960.9058534062 4844831.957966386, 611958.5578171478 4844837.415643397, 611956.239830324 4844842.874025359, 611872.0520152396 4845013.112486349)","(1877.0,)","('08-08-2013',)",16730.0,5.0
21562,21563,906636,2415,Royalcrest Rd,13450806,13450791,0,33.3744350111,906636,3,0.000400117658376,"LINESTRING (611872.0520152396 4845013.112486349, 611885.1697016031 4845017.938218008, 611893.5046411583 4845021.866364399, 611902.7287673772 4845026.168719773)","(1877.0,)","('08-08-2013',)",16730.0,5.0
21563,21564,20113061,1796,Highway 27 N,13450806,13450249,1,465.083672818,20113061,4,0.00450328530401,"LINESTRING (611872.0520152396 4845013.112486349, 611821.289520718 4845118.988057827, 611671.006335921 4845432.421105617)","(1877.0,)","('08-08-2013',)",16730.0,5.0
21564,21565,20229263,2415,Royalcrest Rd,13450806,20229260,0,9.84365164755,20229263,4,0.00011831698036,"LINESTRING (611872.0520152396 4845013.112486349, 611862.9476849036 4845009.37348266)","(1877.0,)","('08-08-2013',)",16730.0,5.0
21567,21568,907663,1796,Highway 27 N,13454932,13454251,1,575.45453411,907663,4,0.00539370931125,"LINESTRING (612923.0132162449 4842035.959451735, 612737.8275694788 4842580.715078272)","(1243.0,)","('10-07-2014',)",22584.0,713.0
21568,21569,907666,19490,Queen's Plate Dr,13454932,13454935,0,13.8824591322,907666,4,0.000171736636347,"LINESTRING (612923.0132162449 4842035.959451735, 612909.2584823773 4842034.095455054)","(1243.0,)","('10-07-2014',)",22584.0,713.0
21587,21588,906809,1796,Highway 27 N,13451798,13451705,1,67.4773239758,906809,4,0.000631444277798,"LINESTRING (612137.929081236 4844349.369105401, 612134.7313589796 4844359.06035083, 612130.1304045123 4844373.00429221, 612125.515944825 4844387.920840771, 612116.6779411191 4844413.396213511)","(1161.0,)","('05-24-2016',)",26181.0,162.0
21592,21593,906786,1012,Albion Rd,13451735,13451705,0,74.6515857625,906786,3,0.000913922104697,"LINESTRING (612189.397165268 4844396.569327133, 612116.6779411191 4844413.396213511)","(1161.0,)","('05-24-2016',)",26181.0,162.0
21594,21595,9187380,2766,Westmore Dr,13451802,13452420,0,460.47410346,9187380,3,0.00427139463432,"LINESTRING (612411.1689220832 4844347.20401028, 612402.8421897838 4844306.557415109, 612389.8627931394 4844243.825074679, 612385.4365523567 4844224.307145656, 612384.3551314884 4844207.226544397, 612384.1471642453 4844196.855787034, 612385.8179200313 4844184.023103202, 612387.7009223034 4844174.204210678, 612392.328741401 4844158.060043224, 612424.7213814051 4844062.179838599, 612476.4773179 4843904.015724025)","(1273.0,)","('05-24-2016',)",14691.0,238.0
21595,21596,10558015,1012,Albion Rd,13451802,13451763,0,131.075227051,10558015,4,0.00160639201688,"LINESTRING (612411.1689220832 4844347.20401028, 612283.2105592989 4844375.530119197)","(1273.0,)","('05-24-2016',)",14691.0,238.0
21615,21616,906822,1012,Albion Rd,13451837,13451802,0,122.990276048,906822,4,0.00150263469334,"LINESTRING (612530.4835785639 4844317.434461296, 612515.0372033603 4844321.289152045, 612411.1689220832 4844347.20401028)","(1273.0,)","('05-24-2016',)",14691.0,238.0
21617,21618,906835,1012,Albion Rd,13451893,13451837,0,194.10287105,906835,4,0.0023795673674,"LINESTRING (612720.0949790268 4844276.051735044, 612530.4835785639 4844317.434461296)","(1153.0,)","('02-25-2014',)",12828.0,312.0
21618,21619,906855,2485,Silverstone Dr,13451893,13452001,0,76.4560285215,906855,2,0.00070193583928,"LINESTRING (612720.0949790268 4844276.051735044, 612718.3233654564 4844266.372388238, 612717.4560376899 4844260.86761958, 612714.9170241876 4844250.267515915, 612711.684000452 4844237.296687696, 612710.2237536415 4844225.444044257, 612709.4987796554 4844215.838634704, 612710.7136545257 4844209.279516784, 612713.48963321 4844201.225628586)","(1153.0,)","('02-25-2014',)",12828.0,312.0
21632,21633,906834,2485,Silverstone Dr,13451744,13451893,0,116.861267602,906834,3,0.001070990823,"LINESTRING (612731.8217227677 4844390.69585685, 612734.717596109 4844373.715047132, 612736.4971824681 4844358.510076698, 612735.5745319868 4844340.944998892, 612732.3730390726 4844325.843784687, 612720.0949790268 4844276.051735044)","(1153.0,)","('02-25-2014',)",12828.0,312.0
21645,21646,10144872,1880,John Garland Blvd,13453155,13452977,0,149.350105972,10144872,3,0.00140529491863,"LINESTRING (613197.1866745625 4843372.119914212, 613146.9117783121 4843512.731085264)","(1221.0,)","('07-22-2010',)",13898.0,1047.0
21649,21650,906688,9844,Codlin Cres,13451185,13451005,0,131.613280818,906688,2,0.00127876607698,"LINESTRING (610105.1610421215 4844766.399260581, 610085.249416251 4844818.115309045, 610079.5931289382 4844833.264993438, 610072.4553839691 4844848.874895775, 610067.0430947269 4844860.762864859, 610061.0752851139 4844869.803933019, 610055.6072965567 4844876.866047663, 610048.5299890598 4844883.950968469)","(2023.0,)","('05-24-2016',)",11876.0,81.0
21650,21651,7062996,1012,Albion Rd,13451185,13451252,0,204.644335396,7062996,4,0.00251020760986,"LINESTRING (610105.1610421215 4844766.399260581, 610067.1429399566 4844751.299052007, 610035.9137466471 4844742.510560174, 610013.5160215062 4844735.744879168, 609992.0748621989 4844731.82229479, 609967.7807803727 4844728.055261118, 609941.015710164 4844726.16935101, 609918.8521502167 4844725.754816101, 609906.4559752041 4844727.25120865)","(2023.0,)","('05-24-2016',)",11876.0,81.0
21673,21674,906751,9843,Claireport Cres,13451185,13451252,0,573.863005975,906751,2,0.00588590048031,"LINESTRING (610105.1610421215 4844766.399260581, 610121.3658987047 4844712.632063191, 610125.045182917 4844700.739499498, 610128.7946217614 4844682.984289821, 610132.4325070075 4844670.008024017, 610144.6467012907 4844615.854877077, 610146.0011093775 4844608.54436259, 610147.5184748765 4844601.554751987, 610147.4218693388 4844591.755003128, 610146.2849751072 4844584.287455083, 610142.8967861691 4844576.339033764, 610138.6673624908 4844570.120449897, 610132.1864035127 4844563.421794505, 610123.8985044782 4844557.728679414, 610117.0179153456 4844553.439160608, 610106.4018128947 4844549.517799313, 610063.2515160521 4844533.867468507, 610054.7696394759 4844533.195902643, 610046.7745302363 4844534.690927867, 610037.4936523612 4844536.830850255, 610028.2952113205 4844540.336112687, 609958.0023527917 4844567.32956467, 609950.6144889303 4844572.238935991, 609943.5498871127 4844577.790067973, 609936.9711371103 4844585.508862318, 609931.4362744821 4844592.905773087, 609928.8391376658 4844602.747835373, 609925.9265044145 4844616.365281649, 609906.4559752041 4844727.25120865)","(2023.0,)","('05-24-2016',)",11876.0,81.0
21676,21677,6942647,1012,Albion Rd,13451138,13451185,0,108.724827955,6942647,4,0.00132255976582,"LINESTRING (610208.6211494101 4844799.768371658, 610105.1610421215 4844766.399260581)","(2023.0,)","('05-24-2016',)",11876.0,81.0
21697,21698,10144964,2066,Martin Grove Rd,13453576,13453247,0,233.752255683,10144964,4,0.00220299242726,"LINESTRING (613600.0327659091 4843076.667153701, 613519.933249551 4843296.23186695)","(1129.0,)","('05-03-2016',)",12545.0,1604.0
21698,21699,10133464,1880,John Garland Blvd,13453576,13453612,0,50.6438197047,10133464,3,0.000610740310028,"LINESTRING (613600.0327659091 4843076.667153701, 613552.7946333146 4843058.429089407)","(1129.0,)","('05-03-2016',)",12545.0,1604.0
21702,21703,10144951,2066,Martin Grove Rd,13453247,13452853,0,325.03481199,10144951,4,0.0030661581597,"LINESTRING (613519.933249551 4843296.23186695, 613407.4438220427 4843601.13133705)","(989.0,)","('02-29-2016',)",19690.0,2368.0
21723,21724,907143,1610,Finch Ave W,13452977,13453094,0,272.985208133,907143,4,0.00331396875109,"LINESTRING (613146.9117783121 4843512.731085264, 612888.2901630704 4843425.470697334)","(1221.0,)","('07-22-2010',)",13898.0,1047.0
21724,21725,907124,2485,Silverstone Dr,13452854,13452977,0,91.0922930654,907124,2,0.000842951599905,"LINESTRING (613122.5438961855 4843600.490039954, 613146.9117783121 4843512.731085264)","(1221.0,)","('07-22-2010',)",13898.0,1047.0
21729,21730,906692,1012,Albion Rd,13451214,13451132,0,241.844039531,906692,4,0.00296503627245,"LINESTRING (610637.8825979086 4844750.240650972, 610401.6564546984 4844801.894095485)","(1992.0,)","('05-24-2016',)",13276.0,102.0
21731,21732,906682,1012,Albion Rd,13451132,13451110,0,79.4607597249,906682,4,0.000974117339373,"LINESTRING (610401.6564546984 4844801.894095485, 610324.0557388673 4844818.93016846)","(1992.0,)","('05-24-2016',)",13276.0,102.0
21733,21734,906551,1796,Highway 27 N,13450249,13449960,1,235.904503568,906551,4,0.00228137619496,"LINESTRING (611671.006335921 4845432.421105617, 611569.9368035683 4845645.539466159)","(1780.0,)","('05-14-2015',)",33940.0,70.0
21755,21756,906946,1012,Albion Rd,13452362,13452171,0,727.32560324,906946,4,0.00893567432417,"LINESTRING (614311.8712692863 4843944.50695275, 613954.1081864296 4844013.809978656, 613598.2339260736 4844084.408976316)","(731.0, 998.0, 1927.0, 2086.0)","('11-29-2014', '05-24-2016', '05-25-2016', '03-06-2017')",19485.0,1247.25
21756,21757,906945,1935,Kipling Ave,13452362,13452175,0,147.062379576,906945,4,0.00138622801756,"LINESTRING (614311.8712692863 4843944.50695275, 614287.5013677645 4844016.569714751, 614261.4894433401 4844082.60082825)","(731.0, 2066.0)","('11-29-2014', '05-15-2015')",18360.0,541.5
21809,21810,9667014,1935,Kipling Ave,13455043,13454918,0,96.1500006806,9667014,4,0.000909065165797,"LINESTRING (615062.3532432811 4841955.021844452, 615028.2542110938 4842044.908073021)","(2085.0,)","('05-25-2016',)",13289.0,315.0
