,OBJECTID,GEO_ID,LFN_ID,LF_NAME,FNODE,TNODE,ONE_WAY_DI,length_in_,GEO_ID_1,LTS,Shape_Leng,geometry,index_left,Count Date,8 Peak Hr Vehicle Volume,8 Peak Hr Pedestrian Volume
21833,21834,9668678,1664,Genthorn Ave,13454784,13454740,0,117.321022869,9668678,2,0.00142756128316,"LINESTRING (614990.1293228065 4842146.720933976, 615101.9259817208 4842182.24474377)","(1783.0,)","('12-11-2014',)",8900.0,253.0
21834,21835,6052170,1935,Kipling Ave,13454784,13454691,0,80.9580322976,6052170,4,0.000759558698724,"LINESTRING (614990.1293228065 4842146.720933976, 614963.7424942201 4842223.24629991)","(1783.0,)","('12-11-2014',)",8900.0,253.0
21835,21836,907660,1935,Kipling Ave,13454918,13454784,0,108.731882898,907660,4,0.00102688486433,"LINESTRING (615028.2542110938 4842044.908073021, 614990.1293228065 4842146.720933976)","(1783.0,)","('12-11-2014',)",8900.0,253.0
21836,21837,6052173,1935,Kipling Ave,13454691,13454463,0,191.065148704,6052173,4,0.00180528033074,"LINESTRING (614963.7424942201 4842223.24629991, 614896.4391153314 4842402.036885217)","(2083.0,)","('03-30-2010',)",11810.0,174.0
21856,21857,907374,1935,Kipling Ave,13453828,13453618,0,135.009310432,907374,4,0.00127345061747,"LINESTRING (614696.6589247175 4842928.44847622, 614649.9580168555 4843055.103448259)","(2067.0,)","('04-17-2013',)",13562.0,405.0
21864,21865,906902,2264,Penlea Ave,13452175,13452136,0,74.0316139271,906902,1,0.000898630402157,"LINESTRING (614261.4894433401 4844082.60082825, 614331.5899650428 4844106.371900553)","(2066.0,)","('05-15-2015',)",11881.0,363.0
21865,21866,906903,1935,Kipling Ave,13452175,13451965,0,152.868272692,906903,4,0.00144095137991,"LINESTRING (614261.4894433401 4844082.60082825, 614209.0080872893 4844226.155249245)","(2066.0,)","('05-15-2015',)",11881.0,363.0
21871,21872,907146,1935,Kipling Ave,13453104,13453022,0,65.7590970182,907146,4,0.000617312904418,"LINESTRING (614509.9869446394 4843416.553493997, 614488.4207886308 4843478.665936702)","(1426.0,)","('12-11-2014',)",8821.0,258.0
21882,21883,30088483,4507,Sumach St,30088481,13464965,0,69.4153580506,30088483,1,0.000647805502701,"LINESTRING (632215.5322098554 4835425.561436703, 632215.4739044886 4835425.740341575, 632194.170591997 4835491.601869625)","(900.0,)","('04-13-2015',)",8486.0,1513.0
21883,21884,30018284,19415,Kipling Ave Bicycle Trl,13451253,30010487,0,142.722356033,30018284,1,0.00136857394273,"LINESTRING (614024.2381448809 4844727.19113268, 614035.641776646 4844741.351464848, 614022.5173779523 4844776.495092689, 614011.2592448804 4844807.063008737, 614009.0602083403 4844813.563352486, 614008.3925944658 4844817.565300374, 614007.75452749 4844819.931896525, 614003.3699279487 4844832.19197058, 614001.518999932 4844835.874357776, 613999.6735061937 4844839.260100098, 613998.2937841566 4844841.613121734, 613992.18121492 4844857.834947704)","(1251.0,)","('12-02-2014',)",11375.0,2165.0
21884,21885,906898,1610,Finch Ave W,13451819,13452171,0,713.240184818,906898,4,0.00819075288976,"LINESTRING (614167.1572684976 4844335.174088295, 614147.0163914482 4844330.959839637, 614127.1831421035 4844328.425338077, 614107.2371774786 4844327.029661319, 614087.2445496689 4844326.778135923, 614067.2714929129 4844327.661203922, 614047.3805783176 4844329.705611832, 614027.640092293 4844332.874958969, 614017.0202885058 4844335.066545766, 613966.1861576765 4844346.37444789, 613949.0709576693 4844349.500453471, 613929.5414038374 4844351.709641714, 613909.5589642724 4844352.313564809, 613889.5915656816 4844351.315620102, 613869.7691193161 4844348.721322593, 613850.2184424519 4844344.547722703, 613833.5426442685 4844339.658213898, 613751.6601764795 4844312.517731249, 613736.393114662 4844306.713622698, 613718.4786707276 4844297.846290372, 613701.603603496 4844287.135669614, 613685.9548520092 4844274.701135896, 613671.7080275593 4844260.680953499, 613659.0239210951 4844245.23321557, 613648.0447640561 4844228.529986074, 613638.8920098201 4844210.759960128, 613630.7549380318 4844189.253971653, 613598.2339260736 4844084.408976316)","(998.0, 1564.0, 1834.0)","('05-24-2016', '05-15-2015', '12-10-2009')",20704.333333333332,2824.0
21885,21886,906817,1935,Kipling Ave,13451819,13451669,0,101.965628821,906817,4,0.00095950808498,"LINESTRING (614167.1572684976 4844335.174088295, 614132.7986085787 4844431.161353466)","(1564.0,)","('05-15-2015',)",22468.0,5000.0
21904,21905,3497654,1935,Kipling Ave,13451253,13451053,0,138.868521664,3497654,4,0.00131073117087,"LINESTRING (614024.2381448809 4844727.19113268, 613975.8984229567 4844857.353762501)","(1251.0,)","('12-02-2014',)",11375.0,2165.0
21905,21906,30018281,2145,Mount Olive Dr,13451253,13451342,0,358.931617548,30018281,2,0.00441052160973,"LINESTRING (614024.2381448809 4844727.19113268, 614012.3976254178 4844722.184271151, 614001.8055912028 4844717.706121829, 613952.7093597432 4844699.451253154, 613911.0599164807 4844684.577252112, 613902.6904489973 4844681.562362895, 613887.7334378607 4844679.062051287, 613867.0801971325 4844678.439386837, 613674.300744976 4844665.75035329)","(1251.0,)","('12-02-2014',)",11375.0,2165.0
21916,21917,907534,1935,Kipling Ave,13454463,13454154,0,282.095275467,907534,4,0.00266719575415,"LINESTRING (614896.4391153314 4842402.036885217, 614796.3870652651 4842665.751380128)","(730.0, 2083.0)","('12-04-2014', '03-30-2010')",10875.0,577.5
21918,21919,907373,1786,Henley Cres,13453778,13453828,0,100.877105716,907373,2,0.00121884245244,"LINESTRING (614791.1759977347 4842963.660608817, 614696.6589247175 4842928.44847622)","(2067.0,)","('04-17-2013',)",13562.0,405.0
21931,21932,907054,1012,Albion Rd,13452733,13452713,0,75.7646763041,907054,3,0.000928682415935,"LINESTRING (615532.3303839368 4843689.105955321, 615458.3198276078 4843705.266374985)","(714.0,)","('05-25-2016',)",28222.0,997.0
21932,21933,10982107,1863,Islington Ave,13452733,13452644,0,66.3220659309,10982107,3,0.000626520555257,"LINESTRING (615532.3303839368 4843689.105955321, 615509.0189764654 4843751.186519865)","(714.0,)","('05-25-2016',)",28222.0,997.0
21933,21934,6051905,1863,Islington Ave,13452836,13452733,0,79.6555447057,6051905,4,0.000743863015911,"LINESTRING (615556.8149726281 4843613.3182044, 615532.3303839368 4843689.105955321)","(714.0,)","('05-25-2016',)",28222.0,997.0
21934,21935,906849,1935,Kipling Ave,13451965,13451819,0,116.792217375,906849,4,0.00110547768215,"LINESTRING (614209.0080872893 4844226.155249245, 614167.1572684976 4844335.174088295)","(1564.0,)","('05-15-2015',)",22468.0,5000.0
21938,21939,30018282,2246,Panorama Crt,13451253,13451251,0,93.71092929,30018282,2,0.0011634974938,"LINESTRING (614024.2381448809 4844727.19113268, 614117.9355658829 4844727.443619305)","(1251.0,)","('12-02-2014',)",11375.0,2165.0
21939,21940,30088451,19415,Kipling Ave Bicycle Trl,30088445,30088448,0,15.6699686063,30088451,1,0.000189003183666,"LINESTRING (613972.8851038644 4844865.465568165, 613987.4978758539 4844871.117618713)","(1917.0,)","('04-19-2010',)",9297.0,584.0
21940,21941,907463,2763,Westhumber Blvd,13454154,13454187,0,61.1277152642,907463,3,0.000732682019299,"LINESTRING (614796.3870652651 4842665.751380128, 614740.1928123827 4842641.714556034)","(730.0,)","('12-04-2014',)",9940.0,981.0
21941,21942,907455,1935,Kipling Ave,13454154,13453828,0,281.032774786,907455,4,0.00265734180976,"LINESTRING (614796.3870652651 4842665.751380128, 614735.6733371839 4842827.654433907, 614696.6589247175 4842928.44847622)","(730.0, 2067.0)","('12-04-2014', '04-17-2013')",11751.0,693.0
21946,21947,907454,1237,Brookmere Rd,13454046,13454154,0,200.826044044,907454,3,0.00236112233817,"LINESTRING (614971.3907077881 4842753.41678838, 614953.4564078815 4842729.091024439, 614947.9728949857 4842722.991571157, 614940.9409084127 4842717.864176259, 614931.8823467274 4842714.200271642, 614920.7616830429 4842710.499274966, 614796.3870652651 4842665.751380128)","(730.0,)","('12-04-2014',)",9940.0,981.0
21960,21961,907067,1012,Albion Rd,13452781,13452733,0,65.1592708864,907067,3,0.00074811894368,"LINESTRING (615587.2583692337 4843654.070381545, 615532.3303839368 4843689.105955321)","(714.0,)","('05-25-2016',)",28222.0,997.0
21977,21978,907764,2501,Snaresbrook Dr,13455254,13455043,0,343.403538313,907764,2,0.00378289961559,"LINESTRING (615307.4942121021 4841806.441940087, 615302.6074901877 4841805.353725545, 615297.7199699486 4841804.265500857, 615292.7314561027 4841803.675395682, 615287.7137113691 4841804.584968756, 615282.7161319836 4841804.494674359, 615277.7473807632 4841804.405081306, 615272.8246836282 4841805.316206728, 615267.9248652965 4841806.727990269, 615262.9251869936 4841806.637674394, 615257.9585401539 4841806.548032421, 615253.0887927959 4841807.960146016, 615248.2818523764 4841809.373447202, 615243.652819028 4841811.289982323, 615239.1718478543 4841813.709235813, 615234.8777038624 4841816.131816834, 615230.614640255 4841818.554936955, 615226.4144568958 4841820.979244878, 615222.4452022668 4841824.40775995, 615218.6637894115 4841827.839618956, 615215.2263247884 4841831.277715437, 615212.0926690395 4841835.221415755, 615208.6552856785 4841838.659416885, 615205.395738468 4841842.600747844, 615203.0028600404 4841847.057694366, 615201.1627652766 4841852.024739387, 615199.090950256 4841855.987467498, 615197.0638947897 4841860.951087635, 615195.2948791173 4841865.419201089, 615193.517745279 4841870.38733436, 615191.780678689 4841874.856099827, 615190.0336106786 4841879.824852596, 615188.2955326757 4841884.293701322, 615186.5493403861 4841889.262370097, 615184.8432854518 4841893.731772139, 615183.1063006885 4841898.200640932, 615181.360115392 4841903.169311023, 615179.6229919493 4841907.638078315, 615177.8759420826 4841912.606734303, 615176.1388921118 4841917.075703489, 615174.3617843849 4841922.043841727, 615172.5927239336 4841926.512059658, 615170.7937480499 4841930.979761928, 615168.9846308269 4841935.947249312, 615166.559716447 4841940.403654842, 615164.1130025212 4841944.359725491, 615162.0319600262 4841948.822364243, 615159.5451187323 4841953.277703822, 615156.432485725 4841957.721650161, 615153.2149697052 4841961.163669644, 615149.7145135605 4841964.600510541, 615145.5673290276 4841967.525839174, 615141.0862836266 4841969.944952922, 615136.4573200463 4841971.861558904, 615131.6274904998 4841972.774385119, 615126.6209145086 4841973.183907486, 615121.6972095402 4841974.094922082, 615116.7835733872 4841974.506154358, 615111.9051385697 4841972.917959333, 615107.0196066702 4841971.829505169, 615102.1631904943 4841970.741756455, 615097.4736700486 4841969.156929269, 615092.8141339624 4841967.572822209, 615088.1637226699 4841965.488716525, 615083.5052737605 4841963.904335142, 615078.8857888477 4841961.820769252, 615074.259277745 4841960.237144859, 615069.6088559075 4841958.153052323, 615062.3532432811 4841955.021844452)","(2085.0,)","('05-25-2016',)",13289.0,315.0
21983,21984,907137,1880,John Garland Blvd,13453022,13453047,0,57.3952847257,907137,2,0.000688951873254,"LINESTRING (614488.4207886308 4843478.665936702, 614435.4853957335 4843456.504150072)","(1426.0,)","('12-11-2014',)",8821.0,258.0
21984,21985,907131,1935,Kipling Ave,13453022,13452773,0,192.001487808,907131,4,0.00180965778439,"LINESTRING (614488.4207886308 4843478.665936702, 614458.1443842083 4843561.122451162, 614422.5541256212 4843658.98729036)","(1426.0,)","('12-11-2014',)",8821.0,258.0
21991,21992,906991,1935,Kipling Ave,13452533,13452362,0,126.231366892,906991,4,0.00119218148024,"LINESTRING (614356.1091673125 4843826.299874426, 614311.8712692863 4843944.50695275)","(731.0,)","('11-29-2014',)",24839.0,720.0
22019,22020,907004,2427,Sanagan Rd,13452467,13452565,0,64.1411422427,907004,2,0.000605098399197,"LINESTRING (614653.3207964723 4843869.693798773, 614649.2336661052 4843852.118276158, 614639.1655700441 4843824.932559961, 614633.4273318151 4843808.826662485)","(1920.0,)","('05-25-2016',)",14762.0,427.0
22020,22021,906966,1012,Albion Rd,13452467,13452362,0,349.598104734,906966,4,0.0042850605212,"LINESTRING (614653.3207964723 4843869.693798773, 614311.8712692863 4843944.50695275)","(731.0, 1920.0)","('11-29-2014', '05-25-2016')",19800.5,573.5
22022,22023,906965,1149,Benstrow Ave,13452365,13452467,0,74.7331969616,906965,1,0.000686346676672,"LINESTRING (614667.9953233936 4843942.961520436, 614653.3207964723 4843869.693798773)","(1920.0,)","('05-25-2016',)",14762.0,427.0
22026,22027,906845,1012,Albion Rd,13451954,13451893,0,190.154539131,906845,4,0.00232985062978,"LINESTRING (612905.6429143641 4844234.575467195, 612720.0949790268 4844276.051735044)","(1153.0,)","('02-25-2014',)",12828.0,312.0
22028,22029,9186307,2066,Martin Grove Rd,13452223,13452047,0,125.187061654,9186307,4,0.00118525169878,"LINESTRING (613240.7779746337 4844053.07349329, 613195.8163510385 4844169.888600622)","(788.0,)","('05-24-2016',)",24263.0,1831.0
22050,22051,30060533,1012,Albion Rd,30060531,13452467,0,291.106208429,30060533,4,0.00357433355002,"LINESTRING (614938.6396914228 4843812.139448294, 614653.3207964723 4843869.693798773)","(1920.0,)","('05-25-2016',)",14762.0,427.0
22053,22054,9187244,1012,Albion Rd,13452047,13452028,0,78.7952772711,9187244,3,0.000964668849888,"LINESTRING (613195.8163510385 4844169.888600622, 613119.0495485876 4844187.602304008)","(788.0,)","('05-24-2016',)",24263.0,1831.0
22054,22055,906866,2066,Martin Grove Rd,13452047,13451913,0,91.8830263454,906866,3,0.000865628846597,"LINESTRING (613195.8163510385 4844169.888600622, 613194.1451358655 4844174.258540203, 613164.4724117988 4844256.245409105)","(788.0,)","('05-24-2016',)",24263.0,1831.0
22060,22061,906840,2066,Martin Grove Rd,13451913,13451672,0,186.592497206,906840,4,0.00176476346557,"LINESTRING (613164.4724117988 4844256.245409105, 613098.1657160963 4844430.630625017)","(1529.0,)","('02-29-2016',)",10582.0,650.0
22077,22078,906769,2066,Martin Grove Rd,13451672,13451380,0,227.653370332,906769,4,0.00214876698259,"LINESTRING (613098.1657160963 4844430.630625017, 613018.9349532515 4844644.016818078)","(1529.0,)","('02-29-2016',)",10582.0,650.0
22078,22079,10558246,1998,Lexington Ave,13451672,13451719,0,97.433548715,10558246,3,0.00118798805031,"LINESTRING (613098.1657160963 4844430.630625017, 613060.4194278761 4844416.905284842, 613032.6541422864 4844407.391988612, 613004.9192451693 4844404.311412319)","(1529.0,)","('02-29-2016',)",10582.0,650.0
22079,22080,906768,1658,Garfella Dr,13451596,13451672,0,147.007583619,906768,3,0.00177596493996,"LINESTRING (613235.8002698449 4844482.222969471, 613098.1657160963 4844430.630625017)","(1529.0,)","('02-29-2016',)",10582.0,650.0
22081,22082,906876,1012,Albion Rd,13452074,13452047,0,73.6404871562,906876,3,0.000904594608083,"LINESTRING (613268.0457755086 4844155.595924188, 613195.8163510385 4844169.888600622)","(788.0,)","('05-24-2016',)",24263.0,1831.0
22098,22099,2967295,1610,Finch Ave W,13452171,13452527,0,260.767617134,2967295,4,0.00240085133602,"LINESTRING (613598.2339260736 4844084.408976316, 613568.9240165465 4843990.262125027, 613565.3252185654 4843975.720793973, 613562.4001889757 4843962.398764106, 613560.4746367719 4843946.085913487, 613552.2960979366 4843875.739725297, 613550.9332927751 4843860.646986369, 613548.2812523055 4843829.653080843)","(998.0,)","('05-24-2016',)",26513.0,2920.0
22099,22100,6138279,1012,Albion Rd,13452171,13452074,0,337.887904218,6138279,4,0.00414288567637,"LINESTRING (613598.2339260736 4844084.408976316, 613477.0630973363 4844113.746213241, 613400.8059296542 4844129.499436432, 613388.075195451 4844132.00193885, 613268.0457755086 4844155.595924188)","(998.0,)","('05-24-2016',)",26513.0,2920.0
22122,22123,30000539,2066,Martin Grove Rd,13451380,30000538,0,42.5443489193,30000539,4,0.00040338309089,"LINESTRING (613018.9349532515 4844644.016818078, 613003.4427178242 4844683.633635472)","(2135.0,)","('02-29-2016',)",7966.0,180.0
22123,22124,30000540,2066,Martin Grove Rd,30000538,13451290,0,12.485601457,30000540,4,0.000118277448865,"LINESTRING (613003.4427178242 4844683.633635472, 613000.6626466416 4844690.742384445, 612998.935244646 4844695.275170318)","(2135.0,)","('02-29-2016',)",7966.0,180.0
22135,22136,6144845,1810,Hinton Rd,13454359,13454463,0,275.961438093,6144845,2,0.00333866861145,"LINESTRING (615155.8503976429 4842495.234381055, 615146.0364355718 4842493.556702095, 615133.8974559925 4842490.837014837, 615017.0429734532 4842448.220474529, 614896.4391153314 4842402.036885217)","(2083.0,)","('03-30-2010',)",11810.0,174.0
22194,22195,906452,1668,Gihon Spring Dr,13449352,13449603,0,208.734777674,906452,3,0.00198008767207,"LINESTRING (612937.0460909026 4846094.966421243, 612968.7625610905 4846000.332337025, 612974.9596248046 4845984.70357504, 613006.6179381405 4845912.667049299, 613012.7922209622 4845900.775921896)","(2241.0,)","('05-15-2015',)",18164.0,101.0
22195,22196,14659946,2526,Steeles Ave W,13449352,13449574,0,536.429717915,14659946,4,0.00652142699171,"LINESTRING (612937.0460909026 4846094.966421243, 612725.245798178 4846024.914832353, 612533.9769851156 4845961.601857352, 612427.5614533088 4845927.348176494)","(1480.0, 2241.0)","('02-29-2016', '05-15-2015')",20986.0,410.0
22196,22197,906427,2526,Steeles Ave W,13449321,13449352,0,79.5444090396,906427,4,0.000968214626036,"LINESTRING (613012.8089675222 4846119.163121404, 612937.0460909026 4846094.966421243)","(2241.0,)","('05-15-2015',)",18164.0,101.0
22216,22217,906816,1610,Finch Ave W,13451758,13451819,0,207.384163958,906816,4,0.00255144969938,"LINESTRING (614369.8012112894 4844379.094200333, 614180.8689960232 4844337.73171731, 614167.1572684976 4844335.174088295)","(1564.0,)","('05-15-2015',)",22468.0,5000.0
22254,22255,30000719,1610,Finch Ave W,30000717,13451305,0,28.6204883537,30000719,3,0.000348644021538,"LINESTRING (615275.3680540097 4844693.798791046, 615248.0470175749 4844685.285922761)","(944.0,)","('04-26-2014',)",24836.0,596.0
